Project Name,Project ID,Created Date,Last Modified Date , Status ,# of Files in Deposit ,Total File Size ,,,,,,
  Replication data for: Improving College Access and Success for Low-Income Students: Evidence from a Large Need-Based Grant Program  ,113592,  2015-04-01T00:00:00  ,  2019-10-12T16:32:51.029Z  ,  PUBLISHED  ,44,327584,,,,,,
  Replication data for: Learning from Experiments When Context Matters  ,113362,  2015-05-01T00:00:00  ,  2019-10-12T14:15:43.35Z  ,  PUBLISHED  ,6,210987,,,,,,
  Replication data for: Can Admissions Percent Plans Lead to Better Collegiate Fit for Minority Students?  ,113483,  2016-05-01T00:00:00  ,  2019-10-12T15:15:34.93Z  ,  PUBLISHED  ,3,61459,,,,,,
  Replication data for: Reference-Dependent Preferences and Labor Supply: The Case of New York City Taxi Drivers  ,113241,  2008-06-01T00:00:00  ,  2019-10-12T12:20:56.325Z  ,  PUBLISHED  ,10,1023307,,,,,,
  Replication data for: Direct Democracy and Public Employees  ,113350,  2009-12-01T00:00:00  ,  2019-10-12T14:09:51.109Z  ,  PUBLISHED  ,8,12937559,,,,,,
  Replication data for: Interpreting Tests of School VAM Validity  ,113471,  2016-05-01T00:00:00  ,  2019-10-12T15:06:55.213Z  ,  PUBLISHED  ,4,27608,,,,,,
  Replication data for: Political Parties and Labor-Market Outcomes: Evidence from US States  ,113580,  2015-10-01T00:00:00  ,  2019-10-12T16:20:21.071Z  ,  PUBLISHED  ,7,1807529330,,,,,,
  Replication data for: Thar She Blows: Can Bubbles Be Rekindled with Experienced Subjects?  ,113253,  2008-06-01T00:00:00  ,  2019-10-12T12:25:30.399Z  ,  PUBLISHED  ,31,766295,,,,,,
  Replication data for: Informal Employment in a Growing and Globalizing Low-Income Country  ,113386,  2015-05-01T00:00:00  ,  2019-10-12T14:30:48.469Z  ,  PUBLISHED  ,22,5056949,,,,,,
  Replication data for: The Cyclical Behavior of Equilibrium Unemployment and Vacancies Revisited  ,113265,  2008-09-01T00:00:00  ,  2019-10-12T12:34:10.237Z  ,  PUBLISHED  ,6,91512,,,,,,
  Replication data for: Religion and Innovation  ,113374,  2015-05-01T00:00:00  ,  2019-10-12T14:25:03.481Z  ,  PUBLISHED  ,5,20173194,,,,,,
  Replication data for: Heterogeneous Scarring Effects of Full-Year Nonemployment  ,113495,  2017-05-01T00:00:00  ,  2019-10-12T15:21:41.668Z  ,  PUBLISHED  ,10,141498,,,,,,
  Replication data for: Changes in the Consumption  Income  and Well-Being of Single Mother Headed Families  ,113277,  2008-12-01T00:00:00  ,  2019-10-12T12:42:29.447Z  ,  PUBLISHED  ,39,1830281188,,,,,,
  Replication data for: Indirect Effects of an Aid Program: How Do Cash Transfers Affect Ineligibles' Consumption?  ,113289,  2009-03-01T00:00:00  ,  2019-10-12T12:53:35.018Z  ,  PUBLISHED  ,13,42259683,,,,,,
  Replication data for: Killer Cities: Past and Present  ,113398,  2015-05-01T00:00:00  ,  2019-10-12T14:43:25.527Z  ,  PUBLISHED  ,10,111974,,,,,,
  Replication data for: Sources of Inefficiency in Healthcare and Education  ,113470,  2016-05-01T00:00:00  ,  2019-10-12T15:05:55.251Z  ,  PUBLISHED  ,3,32782,,,,,,
  Replication data for: Credit Elasticities in Less-Developed Economies: Implications for Microfinance  ,113240,  2008-06-01T00:00:00  ,  2019-10-12T12:20:39.173Z  ,  PUBLISHED  ,13,10535966,,,,,,
  Replication data for: Federal Crop Insurance and the Disincentive to Adapt to Extreme Heat  ,113373,  2015-05-01T00:00:00  ,  2019-10-12T14:23:20.445Z  ,  PUBLISHED  ,127,41709554,,,,,,
  Replication data for: Which Entrepreneurs Are Coachable and Why?  ,113494,  2017-05-01T00:00:00  ,  2019-10-12T15:19:51.815Z  ,  PUBLISHED  ,2,52134,,,,,,
  Replication data for: Do People Vote with Their Feet? An Empirical Test of Tiebout  ,113252,  2008-06-01T00:00:00  ,  2019-10-12T12:25:09.594Z  ,  PUBLISHED  ,9,60694862,,,,,,
  Replication data for: Heterogeneous Treatment Effects in Impact Evaluation  ,113361,  2015-05-01T00:00:00  ,  2019-10-12T14:15:22.263Z  ,  PUBLISHED  ,4,139357,,,,,,
  Replication data for: LEP Language Disability  Immigration Reform  and English-Language Acquisition  ,113482,  2016-05-01T00:00:00  ,  2019-10-12T15:15:12.998Z  ,  PUBLISHED  ,3,10440950,,,,,,
  Replication data for: Labor Market Effects of Social Programs: Evidence from India's Employment Guarantee  ,113591,  2015-04-01T00:00:00  ,  2019-10-12T16:32:04.863Z  ,  PUBLISHED  ,38,242715369,,,,,,
  Replication data for: Trade Policy and Loss Aversion  ,113264,  2008-09-01T00:00:00  ,  2019-10-12T12:32:29.851Z  ,  PUBLISHED  ,3,19358,,,,,,
  Replication data for: Declining Mortality Inequality within Cities during the Health Transition  ,113397,  2015-05-01T00:00:00  ,  2019-10-12T14:43:12.921Z  ,  PUBLISHED  ,8,677726,,,,,,
  Replication data for: How Do Budget Deficits and Economic Growth Affect Reelection Prospects? Evidence from a Large Panel of Countries  ,113276,  2008-12-01T00:00:00  ,  2019-10-12T12:41:50.667Z  ,  PUBLISHED  ,5,143767,,,,,,
  Replication data for: Markup and Cost Dispersion across Firms: Direct Evidence from Producer Surveys in Pakistan  ,113385,  2015-05-01T00:00:00  ,  2019-10-12T14:30:18.178Z  ,  PUBLISHED  ,4,33781,,,,,,
  Replication data for: Insurer-Provider Networks in the Medical Care Market  ,113288,  2009-03-01T00:00:00  ,  2019-10-12T12:53:10.022Z  ,  PUBLISHED  ,14,208405,,,,,,
  Replication data for: Are the Non-monetary Costs of Energy Efficiency Investments Large? Understanding Low Take-Up of a Free Energy Efficiency Program  ,113360,  2015-05-01T00:00:00  ,  2019-10-12T14:14:57.52Z  ,  PUBLISHED  ,5,140849,,,,,,
  Replication data for: HIV/AIDS and Development: A Reappraisal of the Productivity and Factor Accumulation Effects  ,113481,  2016-05-01T00:00:00  ,  2019-10-12T15:14:51.311Z  ,  PUBLISHED  ,8,59877,,,,,,
  Replication data for: Income and Democracy  ,113251,  2008-06-01T00:00:00  ,  2019-10-12T12:24:56.896Z  ,  PUBLISHED  ,3,2595966,,,,,,
  Replication data for: Multinational Production: Data and Stylized Facts  ,113384,  2015-05-01T00:00:00  ,  2019-10-12T14:29:37.551Z  ,  PUBLISHED  ,4,465524,,,,,,
  Replication data for: The Effect of Product Demand on Inequality: Evidence from the United States and the United Kingdom  ,113590,  2015-07-01T00:00:00  ,  2019-10-12T16:31:08.305Z  ,  PUBLISHED  ,31,567574540,,,,,,
  Replication data for: The Limited Influence of Unemployment on the Wage Bargain  ,113263,  2008-09-01T00:00:00  ,  2019-10-12T12:31:20.918Z  ,  PUBLISHED  ,8,751577,,,,,,
  Replication data for: Tropical Economics  ,113372,  2015-05-01T00:00:00  ,  2019-10-12T14:22:55.162Z  ,  PUBLISHED  ,5,5716873,,,,,,
  Replication data for: Gender Gap in High-Growth Ventures: Evidence from a University Venture Mentoring Program  ,113493,  2017-05-01T00:00:00  ,  2019-10-12T15:18:44.404Z  ,  PUBLISHED  ,3,58241,,,,,,
  Replication data for: School Finance Reform and the Distribution of Student Achievement  ,113709,  2018-04-01T00:00:00  ,  2019-10-12T17:58:21.909Z  ,  PUBLISHED  ,299,757367087,,,,,,
  Replication data for: Gambling at Lucky Stores: Empirical Evidence from State Lottery Sales  ,113235,  2008-03-01T00:00:00  ,  2019-10-12T12:17:20.192Z  ,  PUBLISHED  ,15,385410695,,,,,,
  Replication data for: Can Online Learning Bend the Higher Education Cost Curve?  ,113368,  2015-05-01T00:00:00  ,  2019-10-12T14:20:08.851Z  ,  PUBLISHED  ,3,75294405,,,,,,
  Replication data for: Moving to Job Opportunities? The Effect of  Ban the Box  on the Composition of Cities  ,113489,  2017-05-01T00:00:00  ,  2019-10-12T15:17:09.658Z  ,  PUBLISHED  ,4,25918,,,,,,
  Replication data for: What's the Matter with Tie-Breaking? Improving Efficiency in School Choice  ,113247,  2008-06-01T00:00:00  ,  2019-10-12T12:23:07.648Z  ,  PUBLISHED  ,6,54883,,,,,,
  Replication data for: The Composition Effect of Consumption around Retirement: Evidence from Singapore  ,113356,  2015-05-01T00:00:00  ,  2019-10-12T14:13:18.008Z  ,  PUBLISHED  ,5,57637,,,,,,
  Replication data for: Economic Effects of an Ocean Acidification Catastrophe  ,113477,  2016-05-01T00:00:00  ,  2019-10-12T15:12:07.378Z  ,  PUBLISHED  ,5,2697317,,,,,,
  Replication data for: Giffen Behavior and Subsistence Consumption  ,113259,  2008-09-01T00:00:00  ,  2019-10-12T12:29:31.683Z  ,  PUBLISHED  ,5,5020899,,,,,,
  Replication data for: Monetary Policy Analysis with Potentially Misspecified Models  ,113320,  2009-09-01T00:00:00  ,  2019-10-12T13:46:02.037Z  ,  PUBLISHED  ,2,1996129,,,,,,
  Replication data for: Agglomeration of Invention in the Bay Area: Not Just ICT  ,113441,  2016-05-01T00:00:00  ,  2019-10-12T15:01:20.685Z  ,  PUBLISHED  ,4,331175,,,,,,
  Replication data for: In Pursuit of Balance: Randomization in Practice in Development Field Experiments  ,113574,  2009-10-01T00:00:00  ,  2019-10-12T16:17:57.9Z  ,  PUBLISHED  ,38,629503,,,,,,
  Replication data for: There Will Be Killing: Collectivization and Death of Draft Animals  ,113695,  2017-10-01T00:00:00  ,  2019-10-12T17:26:32.728Z  ,  PUBLISHED  ,9,1412813,,,,,,
  Replication data for: Demand for Alcohol Consumption in Russia and Its Implication for Mortality  ,113586,  2018-01-01T00:00:00  ,  2019-10-12T16:28:23.254Z  ,  PUBLISHED  ,34,11678780,,,,,,
  Replication data for: War  Inflation  and Social Capital  ,113465,  2016-05-01T00:00:00  ,  2019-10-12T15:04:42.815Z  ,  PUBLISHED  ,7,2738838,,,,,,
  Replication data for: The Effect of Alcohol Consumption on Mortality: Regression Discontinuity Evidence from the Minimum Drinking Age  ,113550,  2009-01-01T00:00:00  ,  2019-10-12T16:08:55.348Z  ,  PUBLISHED  ,52,3403202,,,,,,
  Replication data for: Persuasion: A Case Study of Papal Influences on Fertility-Related Beliefs and Behavior  ,113671,  2017-10-01T00:00:00  ,  2019-10-12T17:15:27.068Z  ,  PUBLISHED  ,5,93324,,,,,,
  Replication data for: Has Moral Hazard Become a More Important Factor in Managerial Compensation?  ,113332,  2009-12-01T00:00:00  ,  2019-10-12T13:58:15.656Z  ,  PUBLISHED  ,7,27771410,,,,,,
  Replication data for: The Role of Bequests in Shaping Wealth Inequality: Evidence from Danish Wealth Records  ,113453,  2016-05-01T00:00:00  ,  2019-10-12T15:02:58.073Z  ,  PUBLISHED  ,3,81482,,,,,,
  Replication data for: Do Labor Market Rigidities Have Microeconomic Effects? Evidence from within the Firm  ,113562,  2009-04-01T00:00:00  ,  2019-10-12T16:13:17.609Z  ,  PUBLISHED  ,95,2100747,,,,,,
  Replication data for: Social Media and Corruption  ,113683,  2018-01-01T00:00:00  ,  2019-10-12T17:22:22.731Z  ,  PUBLISHED  ,23,362224875,,,,,,
  Replication data for: Human Capital Persistence and Development  ,113670,  2017-10-01T00:00:00  ,  2019-10-12T17:15:17.056Z  ,  PUBLISHED  ,6,259380,,,,,,
  Replication data for: The Difference That CEOs Make: An Assignment Model Approach  ,113246,  2008-06-01T00:00:00  ,  2019-10-12T12:22:56.753Z  ,  PUBLISHED  ,6,4861441,,,,,,
  Replication data for: Immigration Enforcement and Crime  ,113379,  2015-05-01T00:00:00  ,  2019-10-12T14:27:36.816Z  ,  PUBLISHED  ,4,25479,,,,,,
  Replication data for: Explaining Changes in Female Labor Supply in a Life-Cycle Model  ,113258,  2008-09-01T00:00:00  ,  2019-10-12T12:28:31.142Z  ,  PUBLISHED  ,23,204405119,,,,,,
  Replication data for: Post-Selection and Post-Regularization Inference in Linear Models with Many Controls and Instruments  ,113367,  2015-05-01T00:00:00  ,  2019-10-12T14:19:32.594Z  ,  PUBLISHED  ,13,127812,,,,,,
  Replication data for: Does Public Assistance Reduce Recidivism?  ,113488,  2017-05-01T00:00:00  ,  2019-10-12T15:17:02.949Z  ,  PUBLISHED  ,3,76876,,,,,,
  Replication data for: Efficient Pollution Regulation: Getting the Prices Right  ,113331,  2009-12-01T00:00:00  ,  2019-10-12T13:54:07.881Z  ,  PUBLISHED  ,284,1135216478,,,,,,
  Replication data for: Women on Boards in Finance and STEM Industries  ,113452,  2016-05-01T00:00:00  ,  2019-10-12T15:02:47.501Z  ,  PUBLISHED  ,6,3223758,,,,,,
  Replication data for: Regulatory Redistribution in the Market for Health Insurance  ,113585,  2015-04-01T00:00:00  ,  2019-10-12T16:26:51.571Z  ,  PUBLISHED  ,21,1538161170,,,,,,
  Replication data for: The Impacts of Microfinance: Evidence from Joint-Liability Lending in Mongolia  ,113597,  2015-01-01T00:00:00  ,  2019-10-12T16:35:42.481Z  ,  PUBLISHED  ,83,39427628,,,,,,
  Replication data for: The Impact of Ethnic Diversity in Bureaucracies: Evidence from the Nigerian Civil Service  ,113355,  2015-05-01T00:00:00  ,  2019-10-12T14:12:55.47Z  ,  PUBLISHED  ,4,751531,,,,,,
  Replication data for: Appliance Ownership and Aspirations among Electric Grid and Home Solar Households in Rural Kenya  ,113476,  2016-05-01T00:00:00  ,  2019-10-12T15:11:17.73Z  ,  PUBLISHED  ,11,1150685,,,,,,
  Replication data for: What Determines Giving to Hurricane Katrina Victims? Experimental Evidence on Racial Group Loyalty  ,113561,  2009-04-01T00:00:00  ,  2019-10-12T16:13:01.768Z  ,  PUBLISHED  ,6,610627,,,,,,
  Replication data for: Do College Graduates Serving as Village Officials Help Rural China?  ,113682,  2017-10-01T00:00:00  ,  2019-10-12T17:22:05.853Z  ,  PUBLISHED  ,11,4505354,,,,,,
  Replication data for: Popular Attitudes toward Markets and Democracy: Russia and United States Compared 25 Years Later  ,113464,  2016-05-01T00:00:00  ,  2019-10-12T15:04:28.693Z  ,  PUBLISHED  ,15,969949,,,,,,
  Replication data for: Do Television and Radio Destroy Social Capital? Evidence from Indonesian Villages  ,113573,  2009-10-01T00:00:00  ,  2019-10-12T16:17:07.247Z  ,  PUBLISHED  ,67,71518908,,,,,,
  Replication data for: Diabetes and Diet: Purchasing Behavior Change in Response to Health Information  ,113694,  2018-10-01T00:00:00  ,  2019-10-12T17:25:48.795Z  ,  PUBLISHED  ,39,130600578,,,,,,
  Replication data for: Income Inequality and Progressive Income Taxation in China and India  1986-2015  ,113560,  2009-04-01T00:00:00  ,  2019-10-12T16:12:55.747Z  ,  PUBLISHED  ,3,1456107,,,,,,
  Replication data for: Ethnolinguistic Favoritism in African Politics  ,113681,  2018-07-01T00:00:00  ,  2019-10-12T17:21:56.146Z  ,  PUBLISHED  ,7,35264622,,,,,,
  Replication data for: Great Expectations and the End of the Depression  ,113257,  2008-09-01T00:00:00  ,  2019-10-12T12:27:42.382Z  ,  PUBLISHED  ,46,2172647,,,,,,
  Replication data for: Does Job Corps Work? Impact Findings from the National Job Corps Study  ,113269,  2008-12-01T00:00:00  ,  2019-10-12T12:38:23.089Z  ,  PUBLISHED  ,26,1268506055,,,,,,
  Replication data for: Loss Aversion in Post-Sale Purchases of Consumer Products and Their Substitutes  ,113378,  2015-05-01T00:00:00  ,  2019-10-12T14:27:18.635Z  ,  PUBLISHED  ,5,196106,,,,,,
  Replication data for: Gender  Competitiveness  and Study Choices in High School: Evidence from Switzerland  ,113499,  2017-05-01T00:00:00  ,  2019-10-12T15:24:44.073Z  ,  PUBLISHED  ,21,4819603,,,,,,
  Replication data for: Peer-Induced Fairness in Games  ,113342,  2009-12-01T00:00:00  ,  2019-10-12T14:06:53.83Z  ,  PUBLISHED  ,8,159431,,,,,,
  Replication data for: Refugees  Asylum Seekers  and Policy in OECD Countries,113463,  2016-05-01T00:00:00  ,  2019-10-12T15:04:21.329Z  ,  PUBLISHED  ,4,726207,,,,,,
  Replication data for: The Consequences of Teenage Childbearing before Roe v. Wade  ,113596,  2015-10-01T00:00:00  ,  2019-10-12T16:35:11.649Z  ,  PUBLISHED  ,17,232894655,,,,,,
  Replication data for: Investment in Schooling and the Marriage Market  ,113330,  2009-12-01T00:00:00  ,  2019-10-12T13:52:53.574Z  ,  PUBLISHED  ,5,7267492,,,,,,
  Replication data for: Playing the Boys Game: Golf Buddies and Board Diversity  ,113451,  2016-05-01T00:00:00  ,  2019-10-12T15:02:40.098Z  ,  PUBLISHED  ,3,111561,,,,,,
  Replication data for: Machine Learning Methods for Demand Estimation  ,113366,  2015-05-01T00:00:00  ,  2019-10-12T14:19:19.794Z  ,  PUBLISHED  ,6,74830,,,,,,
  Replication data for: Using Causal Forests to Predict Treatment Heterogeneity: An Application to Summer Jobs  ,113487,  2017-05-01T00:00:00  ,  2019-10-12T15:16:48.458Z  ,  PUBLISHED  ,6,42583,,,,,,
  Replication data for: How Large Are Non-Budget-Constraint Effects of Prices on Demand?  ,113572,  2009-10-01T00:00:00  ,  2019-10-12T16:16:56.666Z  ,  PUBLISHED  ,5,48328,,,,,,
  Replication data for: Conflict and the Persistence of Ethnic Bias  ,113693,  2017-10-01T00:00:00  ,  2019-10-12T17:25:35.305Z  ,  PUBLISHED  ,6,1466445,,,,,,
  Replication data for: The Time-Varying Volatility of Macroeconomic Fluctuations  ,113245,  2008-06-01T00:00:00  ,  2019-10-12T12:21:53.028Z  ,  PUBLISHED  ,68,181171,,,,,,
  Replication data for: Do Private Equity Owned Firms Have Better Management Practices?  ,113354,  2015-05-01T00:00:00  ,  2019-10-12T14:12:33.927Z  ,  PUBLISHED  ,8,5951267,,,,,,
  Replication data for: A Lost Generation? Education Decisions and Employment Outcomes during the US Housing Boom-Bust Cycle of the 2000s  ,113475,  2016-05-01T00:00:00  ,  2019-10-12T15:10:50.318Z  ,  PUBLISHED  ,4,403933257,,,,,,
  Replication data for: Should Cash Transfers Be Conditional? Conditionality  Preventive Care and Health Outcomes,113584,  2015-04-01T00:00:00  ,  2019-10-12T16:23:03.464Z  ,  PUBLISHED  ,180,1085198270,,,,,,
  Replication data for: Life after Lead: Effects of Early Interventions for Children Exposed to Lead  ,113680,  2018-07-01T00:00:00  ,  2019-10-12T17:21:47.718Z  ,  PUBLISHED  ,4,279777,,,,,,
  Replication data for: Iodine Deficiency and Schooling Attainment in Tanzania  ,113571,  2009-10-01T00:00:00  ,  2019-10-12T16:16:44.39Z  ,  PUBLISHED  ,12,8995221,,,,,,
  Replication data for: Conflicts of Interest and Steering in Residential Brokerage  ,113692,  2017-07-01T00:00:00  ,  2019-10-12T17:25:14.595Z  ,  PUBLISHED  ,24,83429,,,,,,
  Replication data for: Gender Diversity on Corporate Boards: Do Women Contribute Unique Skills?  ,113450,  2016-05-01T00:00:00  ,  2019-10-12T15:02:32.396Z  ,  PUBLISHED  ,6,619192,,,,,,
  Replication data for: The Demand for  and Impact of  Learning HIV Status  ,113268,  2008-12-01T00:00:00  ,  2019-10-12T12:36:57.833Z  ,  PUBLISHED  ,7,950901,,,,,,
  Replication data for: Changes in Safety Net Use during the Great Recession  ,113389,  2015-05-01T00:00:00  ,  2019-10-12T14:40:59.596Z  ,  PUBLISHED  ,18,72098766,,,,,,
  Replication data for: A Comment on the Economics of Labor Adjustment: Mind the Gap: Evidence from a Monte Carlo Experiment: Reply  ,113353,  2009-12-01T00:00:00  ,  2019-10-12T14:11:10.699Z  ,  PUBLISHED  ,52,1237816,,,,,,
  Replication data for: Borrowing Constraints and Homeownership  ,113474,  2016-05-01T00:00:00  ,  2019-10-12T15:10:32.864Z  ,  PUBLISHED  ,9,113260,,,,,,
  Replication data for: On the Possibility of Credit Rationing in the Stiglitz-Weiss Model  ,113341,  2009-12-01T00:00:00  ,  2019-10-12T14:06:34.654Z  ,  PUBLISHED  ,9,53716861,,,,,,
  Replication data for: A Randomized Assessment of Online Learning  ,113462,  2016-05-01T00:00:00  ,  2019-10-12T15:04:13.898Z  ,  PUBLISHED  ,4,89813,,,,,,
  Replication data for: Monetary Policy  Judgment  and Near-Rational Exuberance ,113244,  2008-06-01T00:00:00  ,  2019-10-12T12:21:39.873Z  ,  PUBLISHED  ,5,128297,,,,,,
